job,marital,education,default,housing,loan,contact,month,poutcome,Target
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,telephone,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
management,married,tertiary,no,no,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,yes,cellular,aug,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
housemaid,divorced,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,yes,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,yes,cellular,aug,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,yes,cellular,aug,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,aug,unknown,no
unknown,married,unknown,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,aug,unknown,no
student,single,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
services,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,yes,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
housemaid,divorced,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
management,single,secondary,no,no,no,cellular,aug,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
technician,married,tertiary,no,yes,no,cellular,aug,unknown,no
admin.,married,tertiary,no,yes,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,yes,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,yes,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
unknown,married,primary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,yes
retired,married,unknown,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,yes,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
retired,married,secondary,no,no,yes,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,unknown,no,no,no,cellular,aug,unknown,no
unknown,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,yes,cellular,aug,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
unknown,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,divorced,secondary,no,yes,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
housemaid,married,primary,no,no,no,cellular,aug,unknown,yes
housemaid,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,yes,cellular,aug,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,married,secondary,no,yes,yes,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
unemployed,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
blue-collar,married,unknown,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,aug,unknown,no
housemaid,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,unknown,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,unknown,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
technician,divorced,tertiary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,no,yes,cellular,aug,unknown,no
technician,divorced,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,aug,unknown,yes
retired,married,secondary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,telephone,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,yes,yes,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,aug,unknown,yes
technician,single,secondary,no,no,yes,cellular,aug,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,secondary,no,no,no,cellular,aug,unknown,yes
housemaid,single,secondary,no,no,yes,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,yes,yes,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,yes,yes,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,unknown,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
self-employed,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,secondary,no,no,yes,cellular,aug,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
services,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,aug,unknown,no
management,married,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,yes,yes,yes,cellular,aug,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,aug,unknown,no
technician,single,tertiary,no,yes,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,aug,unknown,no
